title,research_area,authors,image_file
On the Performance of Deterministic Sampling in Probabilistic Roadmap Planning,Robotics,"[{'name': 'Abraham Sánchez L.', 'institution': 'BUAP', 'subunit': 'Facultad de Ciencias de la Computación', 'location': 'Puebla, Pue., México', 'full_affiliation': 'Facultad de Ciencias de la Computación, BUAP 14 Sur esq. San Claudio, CP 72570 Puebla, Pue., México'}, {'name': 'Roberto Juarez G.', 'institution': 'BUAP', 'subunit': 'Facultad de Ciencias de la Computación', 'location': 'Puebla, Pue., México', 'full_affiliation': 'Facultad de Ciencias de la Computación, BUAP 14 Sur esq. San Claudio, CP 72570 Puebla, Pue., México'}, {'name': 'Maria A. Osorio L.', 'institution': 'BUAP', 'subunit': 'Facultad de Ciencias de la Computación', 'location': 'Puebla, Pue., México', 'full_affiliation': 'Facultad de Ciencias de la Computación, BUAP 14 Sur esq. San Claudio, CP 72570 Puebla, Pue., México'}]",2007_006_0103.png
Hybrid Evolutionary Algorithm for Flowtime Minimisation in No-Wait Flowshop Scheduling,Bio-inspired & Evolutionary Computing,"[{'name': 'Geraldo Ribeiro Filho', 'institution': 'Faculdade Bandeirantes de Educação Superior', 'subunit': '', 'location': 'Suzano, SP, Brazil', 'full_affiliation': 'Faculdade Bandeirantes de Educação Superior\nR. José Correia Gonçalves, 57\n08675-130, Suzano - SP - Brazil'}, {'name': 'Marcelo Seido Nagano', 'institution': 'Universidade de São Paulo', 'subunit': 'Escola de Engenharia de São Carlos', 'location': 'São Carlos, SP, Brazil', 'full_affiliation': 'Escola de Engenharia de São Carlos - USP\nAv. Trabalhador São-Carlense, 400\n13566-590, São Carlos - SP - Brazil'}, {'name': 'Luiz Antonio Nogueira Lorena', 'institution': 'Instituto Nacional de Pesquisas Espaciais', 'subunit': 'INPE/LAC', 'location': 'São José dos Campos, SP, Brazil', 'full_affiliation': 'Instituto Nacional de Pesquisas Espaciais - INPE/LAC\nAv. dos Astronautas, 1758\n12227-010, São José dos Campos - SP - Brazil'}]",2007_006_0104.png
Enhancing Supply Chain Decisions Using Constraint Programming: A Case Study,Heuristic Search & Optimization,"[{'name': 'Luiz C.A. Rodrigues', 'institution': 'Federal University of Technology – Paraná (UTFPR)', 'subunit': 'Mechanical Engineering Department', 'location': 'Curitiba, PR, Brazil', 'full_affiliation': 'Federal University of Technology – Paraná (UTFPR), Mechanical Engineering Department, Av. Sete de Setembro 3165, 80230-901 Curitiba, PR, Brazil'}, {'name': 'Leandro Magatão', 'institution': 'Federal University of Technology – Paraná (UTFPR)', 'subunit': 'Mechanical Engineering Department', 'location': 'Curitiba, PR, Brazil', 'full_affiliation': 'Federal University of Technology – Paraná (UTFPR), Mechanical Engineering Department, Av. Sete de Setembro 3165, 80230-901 Curitiba, PR, Brazil'}]",2007_006_0105.png
Analysis of DNA-Dimer Distribution in Retroviral Genomes Using a Bayesian Networks Induction Technique Based on Genetic Algorithms,Probabilistic & Statistical Reasoning,"[{'name': 'Ramiro Garza-Domínguez', 'institution': 'Universidad Autonoma del Carmen', 'subunit': 'Centro de Tecnologias de Informacion', 'location': 'Ciudad del Carmen, Campeche, Mexico', 'full_affiliation': 'Centro de Tecnologias de Informacion, Universidad Autonoma del Carmen, Ciudad del Carmen, Campeche, Mexico'}, {'name': 'Antonio Quiroz-Gutiérrez', 'institution': 'Universidad Autonoma del Carmen', 'subunit': 'Facultad de Quimica', 'location': 'Ciudad del Carmen, Campeche, Mexico', 'full_affiliation': 'Facultad de Quimica, Universidad Autonoma del Carmen, Ciudad del Carmen, Campeche, Mexico'}]",2007_006_0106.png
SELDI-TOF-MS Pattern Analysis for Cancer Detection as a Base for Diagnostic Software,Supervised Machine Learning,"[{'name': 'Marcin Radlak', 'institution': 'University of Birmingham', 'subunit': 'School of Computer Science', 'location': 'Edgbaston, Birmingham, United Kingdom', 'full_affiliation': 'School of Computer Science, University of Birmingham, Edgbaston, Birmingham, B15 2TT'}, {'name': 'Ryszard Klempous', 'institution': 'Wroclaw University of Technology', 'subunit': 'Institute of Control and Optimization', 'location': 'Wroclaw, Poland', 'full_affiliation': 'Institute of Control and Optimization, Wroclaw University of Technology, ul. Wybrzee Wyspiaskiego 27, 50-370 Wroclaw, Poland'}]",2007_006_0107.png
Three Dimensional Modeling of Individual Vessels Based on Matching of Adaptive Control Points,Computer Vision,"[{'name': 'Na-Young Lee', 'institution': 'Korea Atomic Energy Research Institute', 'subunit': '', 'location': 'Yuseong, Daejeon, Korea', 'full_affiliation': 'Korea Atomic Energy Research Institute, P. O. Box 105, Yuseong, Daejeon, Korea, 305-353'}]",2007_006_0108.png
Design and Implementation of Petrinet Based Distributed Control Architecture for Robotic Manufacturing Systems,Robotics,"[{'name': 'Gen’ichi Yasuda', 'institution': 'Nagasaki Institute of Applied Science', 'subunit': 'Department of Human and Computer Intelligence, Faculty of Informatics', 'location': 'Nagasaki, Japan', 'full_affiliation': 'Department of Human and Computer Intelligence, Faculty of Informatics\nNagasaki Institute of Applied Science\n536 Aba-machi, Nagasaki 851-0193, Japan'}]",2007_006_0109.png
Multi Sensor Data Fusion for High Speed Machining,Neural Networks & Deep Learning,"[{'name': 'Antonio Jr. Vallejo', 'institution': 'Instituto de Automática Industrial', 'subunit': '', 'location': 'Arganda del Rey, Madrid, Spain', 'full_affiliation': 'Instituto de Automática Industrial, Carretera Campo Real km 0.200 La Poveda, 28,500 Arganda del Rey Madrid, Spain'}, {'name': 'Ruben Morales-Menendez', 'institution': 'Tecnológico de Monterrey', 'subunit': 'campus Monterrey', 'location': 'Monterrey, NL, México', 'full_affiliation': 'Tecnológico de Monterrey, campus Monterrey, Avenida Eugenio Garza Sada 2501, 64,849 Monterrey NL, México'}, {'name': 'Miguel Ramírez', 'institution': 'Instituto de Automática Industrial', 'subunit': '', 'location': 'Arganda del Rey, Madrid, Spain', 'full_affiliation': 'Instituto de Automática Industrial, Carretera Campo Real km 0.200 La Poveda, 28,500 Arganda del Rey Madrid, Spain'}, {'name': 'J.R. Alique', 'institution': 'Instituto de Automática Industrial', 'subunit': '', 'location': 'Arganda del Rey, Madrid, Spain', 'full_affiliation': 'Instituto de Automática Industrial, Carretera Campo Real km 0.200 La Poveda, 28,500 Arganda del Rey Madrid, Spain'}, {'name': 'Luis E. Garza', 'institution': 'Tecnológico de Monterrey', 'subunit': 'campus Monterrey', 'location': 'Monterrey, NL, México', 'full_affiliation': 'Tecnológico de Monterrey, campus Monterrey, Avenida Eugenio Garza Sada 2501, 64,849 Monterrey NL, México'}]",2007_006_0110.png
VisualBlock-FIR for Fault Detection and Identification: Application to the DAMADICS Benchmark Problem,Fuzzy Logic & Fuzzy Systems,"[{'name': 'Antoni Escobet', 'institution': 'Universitat Politècnica de Catalunya', 'subunit': 'Dept. ESAII', 'location': 'Manresa, Spain', 'full_affiliation': 'Dept. ESAII, Universitat Politècnica de Catalunya, Manresa, Spain'}, {'name': 'Àngela Nebot', 'institution': 'Universitat Politècnica de Catalunya', 'subunit': 'Dept. LSI', 'location': 'Barcelona, Spain', 'full_affiliation': 'Dept. LSI, Universitat Politècnica de Catalunya, Barcelona, Spain'}, {'name': 'François E. Cellier', 'institution': 'ETH Zurich', 'subunit': 'Institute of Computational Science', 'location': 'Zurich, Switzerland', 'full_affiliation': 'Institute of Computational Science, ETH Zurich, CH-8092 Zurich, Switzerland'}]",2007_006_0111.png
Sliding Mode Control of a Hydrocarbon Degradation in Biopile System Using Recurrent Neural Network Model,Neural Networks & Deep Learning,"[{'name': 'Ieroham Baruch', 'institution': 'CINVESTAV-IPN', 'subunit': 'Department of Automatic Control', 'location': 'Mexico D.F., Mexico', 'full_affiliation': 'CINVESTAV-IPN, Ave. IPN No 2508, A.P. 14-740, Mexico D.F., C.P. 07360, MEXICO 1 Department of Automatic Control'}, {'name': 'Carlos-Roman Mariaca-Gaspar', 'institution': 'CINVESTAV-IPN', 'subunit': 'Department of Automatic Control', 'location': 'Mexico D.F., Mexico', 'full_affiliation': 'CINVESTAV-IPN, Ave. IPN No 2508, A.P. 14-740, Mexico D.F., C.P. 07360, MEXICO 1 Department of Automatic Control'}, {'name': 'Israel Cruz-Vega', 'institution': 'CINVESTAV-IPN', 'subunit': 'Department of Automatic Control', 'location': 'Mexico D.F., Mexico', 'full_affiliation': 'CINVESTAV-IPN, Ave. IPN No 2508, A.P. 14-740, Mexico D.F., C.P. 07360, MEXICO 1 Department of Automatic Control'}, {'name': 'Josefina Barrera-Cortes', 'institution': 'CINVESTAV-IPN', 'subunit': 'Department of Biotechnology and Bioengineering', 'location': 'Mexico D.F., Mexico', 'full_affiliation': 'CINVESTAV-IPN, Ave. IPN No 2508, A.P. 14-740, Mexico D.F., C.P. 07360, MEXICO 2 Department of Biotechnology and Bioengineering'}]",2007_006_0112.png
Knowledge Acquisition in Intelligent Tutoring System: A Data Mining Approach,Data Mining & Knowledge Discovery,"[{'name': 'Simone Riccucci', 'institution': 'University of Bologna', 'subunit': 'Computer Science Department', 'location': 'Bologna, Italy', 'full_affiliation': 'University of Bologna, Computer Science Department, Via Mura Anteo Zamboni 7, 40121, Bologna, Italy'}, {'name': 'Antonella Carbonaro', 'institution': 'University of Bologna', 'subunit': 'Computer Science Department', 'location': 'Cesena, Italy', 'full_affiliation': 'University of Bologna, Computer Science Department, Via Sacchi 3, 47023, Cesena, Italy'}, {'name': 'Giorgio Casadei', 'institution': 'University of Bologna', 'subunit': 'Computer Science Department', 'location': 'Bologna, Italy', 'full_affiliation': 'University of Bologna, Computer Science Department, Via Mura Anteo Zamboni 7, 40121, Bologna, Italy'}]",2007_006_0113.png
Features Selection Through FS-Testors in Case-Based Systems of Teaching-Learning,Fuzzy Logic & Fuzzy Systems,"[{'name': 'Natalia Martínez', 'institution': 'Central University of Las Villas', 'subunit': 'Department of Computer Science', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Department of Computer Science, Central University of Las Villas, Highway to Camajuaní km 5 ½, Santa Clara, Cuba'}, {'name': 'Maikel León', 'institution': 'Central University of Las Villas', 'subunit': 'Department of Computer Science', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Department of Computer Science, Central University of Las Villas, Highway to Camajuaní km 5 ½, Santa Clara, Cuba'}, {'name': 'Zenaida García', 'institution': 'Central University of Las Villas', 'subunit': 'Department of Computer Science', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Department of Computer Science, Central University of Las Villas, Highway to Camajuaní km 5 ½, Santa Clara, Cuba'}]",2007_006_0114.png
Heuristic Optimization Methods for Generating Test from a Question Bank,Heuristic Search & Optimization,"[{'name': 'Mehmet Yildirim', 'institution': 'University of Kocaeli', 'subunit': 'Electronics and Computer Education Department', 'location': 'Kocaeli, Turkey', 'full_affiliation': 'Electronics and Computer Education Department, University of Kocaeli, 41380, Kocaeli, Turkey'}]",2007_006_0115.png
Heuristic Methods for Hypertree Decomposition,Heuristic Search & Optimization,"[{'name': 'Artan Dermaku', 'institution': 'TU Wien', 'subunit': 'Institut für Informationssysteme (DBAI)', 'location': 'Austria', 'full_affiliation': 'Institut für Informationssysteme (DBAI), TU Wien, Austria'}, {'name': 'Tobias Ganzow', 'institution': 'RWTH Aachen', 'subunit': 'Mathematische Grundlagen der Informatik', 'location': 'Germany', 'full_affiliation': 'Mathematische Grundlagen der Informatik, RWTH Aachen, Germany'}, {'name': 'Georg Gottlob', 'institution': 'University of Oxford | TU Wien', 'subunit': 'Computing Laboratory | Institut für Informationssysteme (DBAI)', 'location': 'UK | Austria', 'full_affiliation': 'Computing Laboratory, University of Oxford, UK | Institut für Informationssysteme (DBAI), TU Wien, Austria'}, {'name': 'Ben McMahan', 'institution': 'Rice University', 'subunit': 'Department of Computer Science', 'location': 'USA', 'full_affiliation': 'Department of Computer Science, Rice University, USA'}, {'name': 'Nysret Musliu', 'institution': 'TU Wien', 'subunit': 'Institut für Informationssysteme (DBAI)', 'location': 'Austria', 'full_affiliation': 'Institut für Informationssysteme (DBAI), TU Wien, Austria'}, {'name': 'Marko Samer', 'institution': 'TU Wien', 'subunit': 'Institut für Informationssysteme (DBAI)', 'location': 'Austria', 'full_affiliation': 'Institut für Informationssysteme (DBAI), TU Wien, Austria'}]",2008_007_0000.png
Nonlinear Bayesian Filters for Training Recurrent Neural Networks,Neural Networks & Deep Learning,"[{'name': 'Ienkaran Arasaratnam', 'institution': 'McMaster University', 'subunit': 'Cognitive Systems Laboratory, Department of Electrical & Computer Engineering', 'location': 'Hamilton, ON, Canada', 'full_affiliation': 'Cognitive Systems Laboratory\nDepartment of Electrical & Computer Engineering\nMcMaster University\nHamilton, ON, L8S 4K1'}, {'name': 'Simon Haykin', 'institution': 'McMaster University', 'subunit': 'Cognitive Systems Laboratory, Department of Electrical & Computer Engineering', 'location': 'Hamilton, ON, Canada', 'full_affiliation': 'Cognitive Systems Laboratory\nDepartment of Electrical & Computer Engineering\nMcMaster University\nHamilton, ON, L8S 4K1'}]",2008_007_0001.png
QuBIS: An (In)complete Solver for Quantified Boolean Formulas,Logic & Automated Reasoning,"[{'name': 'Luca Pulina', 'institution': 'Università di Genova', 'subunit': 'DIST', 'location': 'Genova, Italy', 'full_affiliation': 'DIST, Università di Genova, Viale Causa, 13 – 16145 Genova, Italy'}, {'name': 'Armando Tacchella', 'institution': 'Università di Genova', 'subunit': 'DIST', 'location': 'Genova, Italy', 'full_affiliation': 'DIST, Università di Genova, Viale Causa, 13 – 16145 Genova, Italy'}]",2008_007_0002.png
Strength Two Covering Arrays Construction Using a SAT Representation,Logic & Automated Reasoning,"[{'name': 'Daniel Lopez-Escogido', 'institution': 'CINVESTAV', 'subunit': 'Laboratorio de Tecnologías de Información, CINVESTAV-Tamaulipas', 'location': 'Cd. Victoria, Tamaulipas, México', 'full_affiliation': 'Laboratorio de Tecnologías de Información, CINVESTAV-Tamaulipas, Carretera Nacional Cd. Victoria-Monterrey Km 6, Cd. Victoria Tamaulipas, México, CP. 87276'}, {'name': 'Jose Torres-Jimenez', 'institution': 'CINVESTAV', 'subunit': 'Laboratorio de Tecnologías de Información, CINVESTAV-Tamaulipas', 'location': 'Cd. Victoria, Tamaulipas, México', 'full_affiliation': 'Laboratorio de Tecnologías de Información, CINVESTAV-Tamaulipas, Carretera Nacional Cd. Victoria-Monterrey Km 6, Cd. Victoria Tamaulipas, México, CP. 87276'}, {'name': 'Eduardo Rodriguez-Tello', 'institution': 'CINVESTAV', 'subunit': 'Laboratorio de Tecnologías de Información, CINVESTAV-Tamaulipas', 'location': 'Cd. Victoria, Tamaulipas, México', 'full_affiliation': 'Laboratorio de Tecnologías de Información, CINVESTAV-Tamaulipas, Carretera Nacional Cd. Victoria-Monterrey Km 6, Cd. Victoria Tamaulipas, México, CP. 87276'}, {'name': 'Nelson Rangel-Valdez', 'institution': 'CINVESTAV', 'subunit': 'Laboratorio de Tecnologías de Información, CINVESTAV-Tamaulipas', 'location': 'Cd. Victoria, Tamaulipas, México', 'full_affiliation': 'Laboratorio de Tecnologías de Información, CINVESTAV-Tamaulipas, Carretera Nacional Cd. Victoria-Monterrey Km 6, Cd. Victoria Tamaulipas, México, CP. 87276'}]",2008_007_0003.png
A New Framework for Local Belief Revision,Knowledge Representation & Reasoning,"[{'name': 'Omar Doukari', 'institution': 'CNRS', 'subunit': 'Laboratoire LSIS, UMR CNRS 6168', 'location': 'Marseille, France', 'full_affiliation': 'Laboratoire LSIS, UMR CNRS 6168\nDomaine Universitaire de Saint-Jérôme\n13397 MARSEILLE CEDEX 20 - France'}, {'name': 'Robert Jeansoulin', 'institution': 'CNRS', 'subunit': 'Laboratoire LSIS, UMR CNRS 6168', 'location': 'Marseille, France', 'full_affiliation': 'Laboratoire LSIS, UMR CNRS 6168\nDomaine Universitaire de Saint-Jérôme\n13397 MARSEILLE CEDEX 20 - France'}, {'name': 'Eric Würbel', 'institution': 'CNRS', 'subunit': 'Laboratoire LSIS, UMR CNRS 6168', 'location': 'Marseille, France', 'full_affiliation': 'Laboratoire LSIS, UMR CNRS 6168\nDomaine Universitaire de Saint-Jérôme\n13397 MARSEILLE CEDEX 20 - France'}]",2008_007_0004.png
Finding Good Starting Points for Solving Nonlinear Constrained Optimization Problems by Parallel Decomposition,Heuristic Search & Optimization,"[{'name': 'Soomin Lee', 'institution': 'University of Illinois, Urbana-Champaign', 'subunit': 'Department of Electrical and Computer Engineering and the Coordinated Science Laboratory', 'location': 'Urbana, IL, USA', 'full_affiliation': 'Department of Electrical and Computer Engineering and the Coordinated Science Laboratory\nUniversity of Illinois, Urbana-Champaign\nUrbana, IL 61801, USA'}, {'name': 'Benjamin Wah', 'institution': 'University of Illinois, Urbana-Champaign', 'subunit': 'Department of Electrical and Computer Engineering and the Coordinated Science Laboratory', 'location': 'Urbana, IL, USA', 'full_affiliation': 'Department of Electrical and Computer Engineering and the Coordinated Science Laboratory\nUniversity of Illinois, Urbana-Champaign\nUrbana, IL 61801, USA'}]",2008_007_0005.png
An Early Warning System for the Prediction of Criminal Careers,Data Mining & Knowledge Discovery,"[{'name': 'Tim K. Cocx', 'institution': 'Leiden University', 'subunit': 'Leiden Institute of Advanced Computer Science', 'location': 'The Netherlands', 'full_affiliation': 'Leiden Institute of Advanced Computer Science, Leiden University, The Netherlands'}, {'name': 'Walter A. Kosters', 'institution': 'Leiden University', 'subunit': 'Leiden Institute of Advanced Computer Science', 'location': 'The Netherlands', 'full_affiliation': 'Leiden Institute of Advanced Computer Science, Leiden University, The Netherlands'}, {'name': 'Jeroen F.J. Laros', 'institution': 'Leiden University', 'subunit': 'Leiden Institute of Advanced Computer Science', 'location': 'The Netherlands', 'full_affiliation': 'Leiden Institute of Advanced Computer Science, Leiden University, The Netherlands'}]",2008_007_0006.png
Comparing Distance Measures with Visual Methods,Unsupervised Machine Learning,"[{'name': 'Isis Bonet', 'institution': 'Central University of Las Villas', 'subunit': 'Center of Studies on Informatics', 'location': 'Santa Clara, Villa Clara, Cuba', 'full_affiliation': 'Center of Studies on Informatics, Central University of Las Villas, Santa Clara, Villa Clara, Cuba'}, {'name': 'Abdel Rodríguez', 'institution': 'Central University of Las Villas', 'subunit': 'Center of Studies on Informatics', 'location': 'Santa Clara, Villa Clara, Cuba', 'full_affiliation': 'Center of Studies on Informatics, Central University of Las Villas, Santa Clara, Villa Clara, Cuba'}, {'name': 'Ricardo Grau', 'institution': 'Central University of Las Villas', 'subunit': 'Center of Studies on Informatics', 'location': 'Santa Clara, Villa Clara, Cuba', 'full_affiliation': 'Center of Studies on Informatics, Central University of Las Villas, Santa Clara, Villa Clara, Cuba'}, {'name': 'Maria M. García', 'institution': 'Central University of Las Villas', 'subunit': 'Center of Studies on Informatics', 'location': 'Santa Clara, Villa Clara, Cuba', 'full_affiliation': 'Center of Studies on Informatics, Central University of Las Villas, Santa Clara, Villa Clara, Cuba'}, {'name': 'Yvan Saez', 'institution': 'Ghent University', 'subunit': 'Department of Plant Systems Biology, Flanders Interuniversity Institute for Biotechnology (VIB)', 'location': 'Ghent, Belgium', 'full_affiliation': 'Department of Plant Systems Biology, Flanders Interuniversity Institute for Biotechnology (VIB), Ghent University, Belgium'}, {'name': 'Ann Nowé', 'institution': 'Brussels University', 'subunit': 'Computational Modeling Lab', 'location': 'Brussels, Belgium', 'full_affiliation': 'Computational Modeling Lab, Brussels University, Belgium'}]",2008_007_0007.png
Semantic Annotation and Question Answering of Statistical Graphs,Knowledge Representation & Reasoning,"[{'name': 'Michel Dumontier', 'institution': 'Carleton University', 'subunit': 'Department of Biology', 'location': 'Ottawa, Canada', 'full_affiliation': 'Department of Biology, Carleton University, Ottawa, Canada'}, {'name': 'Leo Ferres', 'institution': 'University of Concepción', 'subunit': 'Department of Computer Science', 'location': 'Concepción, Chile', 'full_affiliation': 'Department of Computer Science, University of Concepción, Concepción, Chile'}, {'name': 'Natalia Villanueva-Rosales', 'institution': 'Carleton University', 'subunit': 'School of Computer Science', 'location': 'Ottawa, Canada', 'full_affiliation': 'School of Computer Science, Carleton University, Ottawa, Canada'}]",2008_007_0008.png
Towards a Methodology to Conceptualize the Geographic Domain,Knowledge Representation & Reasoning,"[{'name': 'Miguel Torres', 'institution': 'National Polytechnic Institute', 'subunit': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research-National Polytechnic Institute, Mexico City, Mexico'}, {'name': 'Rolando Quintero', 'institution': 'National Polytechnic Institute', 'subunit': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research-National Polytechnic Institute, Mexico City, Mexico'}, {'name': 'Serguei Levachkine', 'institution': 'National Polytechnic Institute', 'subunit': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research-National Polytechnic Institute, Mexico City, Mexico'}, {'name': 'Giovanni Guzmán', 'institution': 'National Polytechnic Institute', 'subunit': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research-National Polytechnic Institute, Mexico City, Mexico'}, {'name': 'Marco Moreno', 'institution': 'National Polytechnic Institute', 'subunit': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Intellingent Processing of Geospatial Data Lab-Centre for Computing Research-National Polytechnic Institute, Mexico City, Mexico'}]",2008_007_0009.png
Effect of Preprocessing on Extractive Summarization with Maximal Frequent Sequences,Natural Language Processing (NLP),"[{'name': 'Yulia Ledeneva', 'institution': 'National Polytechnic Institute', 'subunit': 'Center for Computing Research', 'location': 'D.F., Mexico', 'full_affiliation': 'National Polytechnic Institute\nCenter for Computing Research\nAv. Juan de Dios Bátiz s/n, D.F., 07738, Mexico'}]",2008_007_0010.png
Text Summarization by Sentence Extraction Using Unsupervised Learning,Natural Language Processing (NLP),"[{'name': 'René Arnulfo García-Hernández', 'institution': 'Toluca Institute of Technology | Autonomous University of the State of Mexico | National Polytechnic Institute | University of Center Europe', 'subunit': 'Pattern Recognition Laboratory | Center for Computing Research | SoNet RC', 'location': 'Mexico | Mexico | Mexico | Skalica, Slovakia', 'full_affiliation': 'Pattern Recognition Laboratory, Toluca Institute of Technology, Mexico Autonomous University of the State of Mexico, Mexico Center for Computing Research, National Polytechnic Institute, Mexico SoNet RC, University of Center Europe in Skalica, Slovakia'}, {'name': 'Romyna Montiel', 'institution': 'Toluca Institute of Technology | Autonomous University of the State of Mexico | National Polytechnic Institute | University of Center Europe', 'subunit': 'Pattern Recognition Laboratory | Center for Computing Research | SoNet RC', 'location': 'Mexico | Mexico | Mexico | Skalica, Slovakia', 'full_affiliation': 'Pattern Recognition Laboratory, Toluca Institute of Technology, Mexico Autonomous University of the State of Mexico, Mexico Center for Computing Research, National Polytechnic Institute, Mexico SoNet RC, University of Center Europe in Skalica, Slovakia'}, {'name': 'Yulia Ledeneva', 'institution': 'Toluca Institute of Technology | Autonomous University of the State of Mexico | National Polytechnic Institute | University of Center Europe', 'subunit': 'Pattern Recognition Laboratory | Center for Computing Research | SoNet RC', 'location': 'Mexico | Mexico | Mexico | Skalica, Slovakia', 'full_affiliation': 'Pattern Recognition Laboratory, Toluca Institute of Technology, Mexico Autonomous University of the State of Mexico, Mexico Center for Computing Research, National Polytechnic Institute, Mexico SoNet RC, University of Center Europe in Skalica, Slovakia'}, {'name': 'Eréndira Rendón', 'institution': 'Toluca Institute of Technology | Autonomous University of the State of Mexico | National Polytechnic Institute | University of Center Europe', 'subunit': 'Pattern Recognition Laboratory | Center for Computing Research | SoNet RC', 'location': 'Mexico | Mexico | Mexico | Skalica, Slovakia', 'full_affiliation': 'Pattern Recognition Laboratory, Toluca Institute of Technology, Mexico Autonomous University of the State of Mexico, Mexico Center for Computing Research, National Polytechnic Institute, Mexico SoNet RC, University of Center Europe in Skalica, Slovakia'}, {'name': 'Alexander Gelbukh', 'institution': 'Toluca Institute of Technology | Autonomous University of the State of Mexico | National Polytechnic Institute | University of Center Europe', 'subunit': 'Pattern Recognition Laboratory | Center for Computing Research | SoNet RC', 'location': 'Mexico | Mexico | Mexico | Skalica, Slovakia', 'full_affiliation': 'Pattern Recognition Laboratory, Toluca Institute of Technology, Mexico Autonomous University of the State of Mexico, Mexico Center for Computing Research, National Polytechnic Institute, Mexico SoNet RC, University of Center Europe in Skalica, Slovakia'}, {'name': 'Rafael Cruz', 'institution': 'Toluca Institute of Technology | Autonomous University of the State of Mexico | National Polytechnic Institute | University of Center Europe', 'subunit': 'Pattern Recognition Laboratory | Center for Computing Research | SoNet RC', 'location': 'Mexico | Mexico | Mexico | Skalica, Slovakia', 'full_affiliation': 'Pattern Recognition Laboratory, Toluca Institute of Technology, Mexico Autonomous University of the State of Mexico, Mexico Center for Computing Research, National Polytechnic Institute, Mexico SoNet RC, University of Center Europe in Skalica, Slovakia'}]",2008_007_0011.png
Spanish Nested Named Entity Recognition Using a Syntax-Dependent Tree Traversal-Based Strategy,Natural Language Processing (NLP),"[{'name': 'Yunior Ramírez-Cruz', 'institution': 'Universidad de Oriente', 'subunit': 'Center for Pattern Recognition and Data Mining', 'location': 'Santiago de Cuba, Cuba', 'full_affiliation': 'Center for Pattern Recognition and Data Mining\nUniversidad de Oriente\nSantiago de Cuba, Cuba, 90500'}, {'name': 'Aurora Pons-Porrata', 'institution': 'Universidad de Oriente', 'subunit': 'Center for Pattern Recognition and Data Mining', 'location': 'Santiago de Cuba, Cuba', 'full_affiliation': 'Center for Pattern Recognition and Data Mining\nUniversidad de Oriente\nSantiago de Cuba, Cuba, 90500'}]",2008_007_0012.png
Question/Answering Clarification Dialogues,Natural Language Processing (NLP),"[{'name': 'Luis Quintano', 'institution': 'Universidade de Évora', 'subunit': 'Departamento de Informática', 'location': 'Évora, Portugal', 'full_affiliation': 'Departamento de Informática, Universidade de Évora, Évora, Portugal'}, {'name': 'Irene Pimenta Rodrigues', 'institution': 'Universidade de Évora', 'subunit': 'Departamento de Informática', 'location': 'Évora, Portugal', 'full_affiliation': 'Departamento de Informática, Universidade de Évora, Évora, Portugal'}]",2008_007_0013.png
Using Graphs for Shallow Question Answering on Legal Documents*,Natural Language Processing (NLP),"[{'name': 'Alfredo Monroy', 'institution': 'National Polytechnic Institute', 'subunit': 'Center for Computing Research', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Center for Computing Research, National Polytechnic Institute\nMexico City, 07738, Mexico'}, {'name': 'Hiram Calvo', 'institution': 'National Polytechnic Institute', 'subunit': 'Center for Computing Research', 'location': 'Mexico City, Mexico', 'full_affiliation': 'Center for Computing Research, National Polytechnic Institute\nMexico City, 07738, Mexico'}, {'name': 'Alexander Gelbukh', 'institution': 'National Polytechnic Institute | University of Central Europe', 'subunit': 'Center for Computing Research | SoNet RC', 'location': 'Mexico City, Mexico | Skalica, Slovakia', 'full_affiliation': 'Center for Computing Research, National Polytechnic Institute\nMexico City, 07738, Mexico | SoNet RC, University of Central Europe in Skalica, Slovakia'}]",2008_007_0014.png
