,title,image_file,research_area,name,institution,subunit,location,full_affiliation,institution_clean,year,Country
4850,Evaluation of Similarity Measures in a Benchmark for Spanish Paraphrasing Detection,2020_031_0018.png,Natural Language Processing (NLP),Pedro Serrano,Universidad Nacional Autónoma de México,Facultad de Ciencias,"Mexico City, Mexico","Facultad de Ciencias, Universidad Nacional Autónoma de México, Mexico City, Mexico",UNAM,2020,Mexico
4851,Similarity-Based Correlation Functions for Binary Data,2020_031_0019.png,Data Mining & Knowledge Discovery,Ildar Z. Batyrshin,Instituto Politécnico Nacional,Centro de Investigación En Computación,"CDMX, Mexico","Instituto Politécnico Nacional, Centro de Investigación En Computación, CDMX, Mexico",IPN,2020,Mexico
4852,Similarity-Based Correlation Functions for Binary Data,2020_031_0019.png,Data Mining & Knowledge Discovery,Ivan Ramirez-Mejia,Instituto Politécnico Nacional,Centro de Investigación En Computación,"CDMX, Mexico","Instituto Politécnico Nacional, Centro de Investigación En Computación, CDMX, Mexico",IPN,2020,Mexico
4853,Similarity-Based Correlation Functions for Binary Data,2020_031_0019.png,Data Mining & Knowledge Discovery,Ilnur I. Batyrshin,Kazan Federal University,,"Kazan, Russia","Kazan Federal University, Kazan, Russia",*KPFU,2020,Russia
4854,Similarity-Based Correlation Functions for Binary Data,2020_031_0019.png,Data Mining & Knowledge Discovery,Valery Solovyev,Kazan Federal University,,"Kazan, Russia","Kazan Federal University, Kazan, Russia",*KPFU,2020,Russia
4855,Dissimilarity-Based Correlation of Movements and Events on Circular Scales of Space and Time,2020_031_0020.png,Probabilistic & Statistical Reasoning,Ildar Batyrshin,Instituto Politécnico Nacional,Centro de Investigación en Computación,"Mexico City, Mexico","Instituto Politécnico Nacional, Centro de Investigación en Computación, Mexico City, Mexico",IPN,2020,Mexico
4856,Dissimilarity-Based Correlation of Movements and Events on Circular Scales of Space and Time,2020_031_0020.png,Probabilistic & Statistical Reasoning,Nailya Kubysheva,Kazan Federal University,,"Kazan, Russia","Kazan Federal University, Kazan, Russia",*KPFU,2020,Russia
4857,Dissimilarity-Based Correlation of Movements and Events on Circular Scales of Space and Time,2020_031_0020.png,Probabilistic & Statistical Reasoning,Valery Tarassov,Bauman Moscow State Technical University,,"Moscow, Russia","Bauman Moscow State Technical University, Moscow, Russia",~BMSTU,2020,Russia
4858,Data Augmentation with Transformers for Text Classification,2020_031_0021.png,Natural Language Processing (NLP),José Medardo Tapia-Téllez,Instituto Nacional de Astrofisica Optica y Electronica,,"Puebla, Mexico","Instituto Nacional de Astrofisica Optica y Electronica, Puebla, Mexico",INAOE,2020,Mexico
4859,Data Augmentation with Transformers for Text Classification,2020_031_0021.png,Natural Language Processing (NLP),Hugo Jair Escalante,Instituto Nacional de Astrofisica Optica y Electronica,,"Puebla, Mexico","Instituto Nacional de Astrofisica Optica y Electronica, Puebla, Mexico",INAOE,2020,Mexico
4860,Information Retrieval-Based Question Answering System on Foods and Recipes,2020_031_0022.png,Natural Language Processing (NLP),Riyanka Manna,Jadavpur University,Department of Computer Science and Engineering,"Kolkata, India","Department of Computer Science and Engineering, Jadavpur University, Kolkata, India",*JU,2020,India
4861,Information Retrieval-Based Question Answering System on Foods and Recipes,2020_031_0022.png,Natural Language Processing (NLP),Dipankar Das,Jadavpur University,Department of Computer Science and Engineering,"Kolkata, India","Department of Computer Science and Engineering, Jadavpur University, Kolkata, India",*JU,2020,India
4862,Information Retrieval-Based Question Answering System on Foods and Recipes,2020_031_0022.png,Natural Language Processing (NLP),Alexander Gelbukh,Instituto Politécnico Nacional,CIC,"Mexico City, Mexico","CIC, Instituto Politécnico Nacional, Mexico City, Mexico",IPN,2020,Mexico
4863,Sentiment Detection in Economics Texts,2020_031_0023.png,Natural Language Processing (NLP),Olumide E. Ojo,Instituto Politécnico Nacional,"Natural Language and Text Processing Laboratory, Center for Computing Research","Mexico City, Mexico","Natural Language and Text Processing Laboratory, Center for Computing Research, Instituto Politécnico Nacional, Mexico City, Mexico",IPN,2020,Mexico
4864,Sentiment Detection in Economics Texts,2020_031_0023.png,Natural Language Processing (NLP),Alexander Gelbukh,Instituto Politécnico Nacional,"Natural Language and Text Processing Laboratory, Center for Computing Research","Mexico City, Mexico","Natural Language and Text Processing Laboratory, Center for Computing Research, Instituto Politécnico Nacional, Mexico City, Mexico",IPN,2020,Mexico
4865,Sentiment Detection in Economics Texts,2020_031_0023.png,Natural Language Processing (NLP),Hiram Calvo,Instituto Politécnico Nacional,"Natural Language and Text Processing Laboratory, Center for Computing Research","Mexico City, Mexico","Natural Language and Text Processing Laboratory, Center for Computing Research, Instituto Politécnico Nacional, Mexico City, Mexico",IPN,2020,Mexico
4866,Sentiment Detection in Economics Texts,2020_031_0023.png,Natural Language Processing (NLP),Olaronke O. Adebanji,University of Ilorin,Statistics Department,"Ilorin, Nigeria","Statistics Department, University of Ilorin, Ilorin, Nigeria",~UI,2020,
4867,Sentiment Detection in Economics Texts,2020_031_0023.png,Natural Language Processing (NLP),Grigori Sidorov,Instituto Politécnico Nacional,"Natural Language and Text Processing Laboratory, Center for Computing Research","Mexico City, Mexico","Natural Language and Text Processing Laboratory, Center for Computing Research, Instituto Politécnico Nacional, Mexico City, Mexico",IPN,2020,Mexico
4868,Depression Detection in Social Media Using a Psychoanalytical Technique for Feature Extraction and a Cognitive Based Classifier,2020_031_0024.png,Natural Language Processing (NLP),Seyed Habib Hosseini-Saravani,Instituto Politécnico Nacional,Center for Computing Research,"Mexico City, Mexico","Center for Computing Research, Instituto Politécnico Nacional, Av. JD Bátiz e/MO de Mendizábal s/n, Nva. Ind. Vallejo, 07738 Mexico City, Mexico",IPN,2020,Mexico
4869,Depression Detection in Social Media Using a Psychoanalytical Technique for Feature Extraction and a Cognitive Based Classifier,2020_031_0024.png,Natural Language Processing (NLP),Sara Besharati,Instituto Politécnico Nacional,Center for Computing Research,"Mexico City, Mexico","Center for Computing Research, Instituto Politécnico Nacional, Av. JD Bátiz e/MO de Mendizábal s/n, Nva. Ind. Vallejo, 07738 Mexico City, Mexico",IPN,2020,Mexico
4870,Depression Detection in Social Media Using a Psychoanalytical Technique for Feature Extraction and a Cognitive Based Classifier,2020_031_0024.png,Natural Language Processing (NLP),Hiram Calvo,Instituto Politécnico Nacional,Center for Computing Research,"Mexico City, Mexico","Center for Computing Research, Instituto Politécnico Nacional, Av. JD Bátiz e/MO de Mendizábal s/n, Nva. Ind. Vallejo, 07738 Mexico City, Mexico",IPN,2020,Mexico
4871,Depression Detection in Social Media Using a Psychoanalytical Technique for Feature Extraction and a Cognitive Based Classifier,2020_031_0024.png,Natural Language Processing (NLP),Alexander Gelbukh,Instituto Politécnico Nacional,Center for Computing Research,"Mexico City, Mexico","Center for Computing Research, Instituto Politécnico Nacional, Av. JD Bátiz e/MO de Mendizábal s/n, Nva. Ind. Vallejo, 07738 Mexico City, Mexico",IPN,2020,Mexico
4872,Authorship Link Retrieval Between Documents,2020_031_0025.png,Natural Language Processing (NLP),Hiram Calvo,Instituto Politécnico Nacional,Centro de Investigación en Computación,"Mexico City, Mexico","Instituto Politécnico Nacional, Centro de Investigación en Computación, Av. JD Bátiz e/ MO de Mendizábal s/n, 07738 Mexico City, Mexico",IPN,2020,Mexico
4873,Authorship Link Retrieval Between Documents,2020_031_0025.png,Natural Language Processing (NLP),Consuelo Varinia García-Mendoza,Instituto Politécnico Nacional,Escuela Superior de Cómputo,"Mexico City, Mexico","Instituto Politécnico Nacional, Escuela Superior de Cómputo, Mexico City, Mexico",IPN,2020,Mexico
4874,Authorship Link Retrieval Between Documents,2020_031_0025.png,Natural Language Processing (NLP),Esteban Andrés Ruiz-Chávez,Instituto Politécnico Nacional,Escuela Superior de Cómputo,"Mexico City, Mexico","Instituto Politécnico Nacional, Escuela Superior de Cómputo, Mexico City, Mexico",IPN,2020,Mexico
4875,Authorship Link Retrieval Between Documents,2020_031_0025.png,Natural Language Processing (NLP),Omar Juárez Gambino,Instituto Politécnico Nacional,Escuela Superior de Cómputo,"Mexico City, Mexico","Instituto Politécnico Nacional, Escuela Superior de Cómputo, Mexico City, Mexico",IPN,2020,Mexico
4876,A Proposal of an Empirical Methodology to Approximate an Electroencephalographic Signal with Appropriate Representatives of the Fourier Transformation,2020_031_0026.png,Data Mining & Knowledge Discovery,José Alfredo Zavaleta-Viveros,Universidad Veracruzana,Facultad de Matemáticas,"Xalapa, Veracruz, Mexico","Facultad de Matemáticas, Universidad Veracruzana, Xalapa, Veracruz, Mexico",UV,2020,Mexico
4877,A Proposal of an Empirical Methodology to Approximate an Electroencephalographic Signal with Appropriate Representatives of the Fourier Transformation,2020_031_0026.png,Data Mining & Knowledge Discovery,Porfirio Toledo,Universidad Veracruzana,Facultad de Matemáticas,"Xalapa, Veracruz, Mexico","Facultad de Matemáticas, Universidad Veracruzana, Xalapa, Veracruz, Mexico",UV,2020,Mexico
4878,A Proposal of an Empirical Methodology to Approximate an Electroencephalographic Signal with Appropriate Representatives of the Fourier Transformation,2020_031_0026.png,Data Mining & Knowledge Discovery,Martha Lorena Avendaño-Garrido,Universidad Veracruzana,Facultad de Matemáticas,"Xalapa, Veracruz, Mexico","Facultad de Matemáticas, Universidad Veracruzana, Xalapa, Veracruz, Mexico",UV,2020,Mexico
4879,A Proposal of an Empirical Methodology to Approximate an Electroencephalographic Signal with Appropriate Representatives of the Fourier Transformation,2020_031_0026.png,Data Mining & Knowledge Discovery,Jesús Enrique Escalante-Martínez,Universidad Veracruzana,Facultad de Ingeniería Mecánica y Eléctrica,"Poza Rica, Veracruz, Mexico","Facultad de Ingeniería Mecánica y Eléctrica, Universidad Veracruzana, Poza Rica, Veracruz, Mexico",UV,2020,Mexico
4880,Rotten Fruit Detection Using a One Stage Object Detector,2020_031_0027.png,Computer Vision,K. Perez-Daniel,Universidad Panamericana,,"Mexico City, Mexico","Universidad Panamericana, Mexico City 03920, Mexico",UP,2020,Mexico
4881,Rotten Fruit Detection Using a One Stage Object Detector,2020_031_0027.png,Computer Vision,A. Fierro-Radilla,Universidad Panamericana,,"Mexico City, Mexico","Universidad Panamericana, Mexico City 03920, Mexico",UP,2020,Mexico
4882,Rotten Fruit Detection Using a One Stage Object Detector,2020_031_0027.png,Computer Vision,J. P. Peñaloza-Cobos,Universidad Panamericana,,"Mexico City, Mexico","Universidad Panamericana, Mexico City 03920, Mexico",UP,2020,Mexico
4883,MSUP: Model for the Searching of Unidentified People Comparing Binary Vectors Using Jaccard and Dice,2020_031_0028.png,Data Mining & Knowledge Discovery,José-Sergio Ruiz-Castilla,Universidad Autónoma del Estado de México,Centro Universitario UAEM Texcoco,"Texcoco, Estado de México, México","Centro Universitario UAEM Texcoco, Universidad Autónoma del Estado de México, Texcoco, Estado de México, México",UAEM,2020,Mexico
4884,MSUP: Model for the Searching of Unidentified People Comparing Binary Vectors Using Jaccard and Dice,2020_031_0028.png,Data Mining & Knowledge Discovery,Farid García-Lamont,Universidad Autónoma del Estado de México,Centro Universitario UAEM Texcoco,"Texcoco, Estado de México, México","Centro Universitario UAEM Texcoco, Universidad Autónoma del Estado de México, Texcoco, Estado de México, México",UAEM,2020,Mexico
4885,MSUP: Model for the Searching of Unidentified People Comparing Binary Vectors Using Jaccard and Dice,2020_031_0028.png,Data Mining & Knowledge Discovery,José Ángel Regalado-García,Universidad Autónoma del Estado de México,Centro Universitario UAEM Texcoco,"Texcoco, Estado de México, México","Centro Universitario UAEM Texcoco, Universidad Autónoma del Estado de México, Texcoco, Estado de México, México",UAEM,2020,Mexico
4886,MSUP: Model for the Searching of Unidentified People Comparing Binary Vectors Using Jaccard and Dice,2020_031_0028.png,Data Mining & Knowledge Discovery,Adán Vidal-Peralta,Universidad Autónoma del Estado de México,Centro Universitario UAEM Texcoco,"Texcoco, Estado de México, México","Centro Universitario UAEM Texcoco, Universidad Autónoma del Estado de México, Texcoco, Estado de México, México",UAEM,2020,Mexico
4887,MSUP: Model for the Searching of Unidentified People Comparing Binary Vectors Using Jaccard and Dice,2020_031_0028.png,Data Mining & Knowledge Discovery,Carlos Rafael Hernández-Magos,Universidad Autónoma del Estado de México,Centro Universitario UAEM Texcoco,"Texcoco, Estado de México, México","Centro Universitario UAEM Texcoco, Universidad Autónoma del Estado de México, Texcoco, Estado de México, México",UAEM,2020,Mexico
4888,Comparison Methods for Fuzzy C-Means Initialization Applied to Image Segmentation,2020_031_0029.png,Fuzzy Logic & Fuzzy Systems,Virna V. Vela-Rincón,Tecnológico Nacional de México,CENIDET,"Cuernavaca, Morelos, Mexico","Tecnológico Nacional de México/CENIDET, Cuernavaca, Morelos, Mexico",TecNM,2020,Mexico
4889,Comparison Methods for Fuzzy C-Means Initialization Applied to Image Segmentation,2020_031_0029.png,Fuzzy Logic & Fuzzy Systems,Celia Ramos-Palencia,Tecnológico Nacional de México,CENIDET,"Cuernavaca, Morelos, Mexico","Tecnológico Nacional de México/CENIDET, Cuernavaca, Morelos, Mexico",TecNM,2020,Mexico
4890,Comparison Methods for Fuzzy C-Means Initialization Applied to Image Segmentation,2020_031_0029.png,Fuzzy Logic & Fuzzy Systems,Dante Mújica-Vargas,Tecnológico Nacional de México,CENIDET,"Cuernavaca, Morelos, Mexico","Tecnológico Nacional de México/CENIDET, Cuernavaca, Morelos, Mexico",TecNM,2020,Mexico
4891,Comparison Methods for Fuzzy C-Means Initialization Applied to Image Segmentation,2020_031_0029.png,Fuzzy Logic & Fuzzy Systems,Jean Marie Vianney Kinani,Instituto Politécnico Nacional,UPIIH,"San Agustín Tlaxiaca, Hidalgo, Mexico","Instituto Politécnico Nacional-UPIIH, San Agustín Tlaxiaca, Hidalgo, Mexico",IPN,2020,Mexico
4892,Comparison Methods for Fuzzy C-Means Initialization Applied to Image Segmentation,2020_031_0029.png,Fuzzy Logic & Fuzzy Systems,Eduardo Ramos-Díaz,Instituto Politécnico Nacional,UPIIH,"San Agustín Tlaxiaca, Hidalgo, Mexico","Instituto Politécnico Nacional-UPIIH, San Agustín Tlaxiaca, Hidalgo, Mexico",IPN,2020,Mexico
4893,SPEdu: A Toolbox for Processing Digitized Historical Documents,2020_031_0030.png,Supervised Machine Learning,Fabio Gomes Rocha,Universidade Tiradentes,,"Aracaju, Sergipe, Brazil","Universidade Tiradentes, Aracaju, Sergipe, Brazil | Instituto de Tecnologia e Pesquisa - ITP, Aracaju, Sergipe, Brazil",*UNIT-BR,2020,Brazil
4894,SPEdu: A Toolbox for Processing Digitized Historical Documents,2020_031_0030.png,Supervised Machine Learning,Fabio Gomes Rocha,Instituto de Tecnologia e Pesquisa - ITP,,"Aracaju, Sergipe, Brazil","Universidade Tiradentes, Aracaju, Sergipe, Brazil | Instituto de Tecnologia e Pesquisa - ITP, Aracaju, Sergipe, Brazil",*ITP-BR,2020,Brazil
4895,SPEdu: A Toolbox for Processing Digitized Historical Documents,2020_031_0030.png,Supervised Machine Learning,Guillermo Rodriguez,ISISTAN (UNICEN-CONICET) Research Institute,,"Tandil, Buenos Aires, Argentina","ISISTAN (UNICEN-CONICET) Research Institute, Tandil, Buenos Aires, Argentina",~I(RI,2020,Argentina
4896,Road Signs Segmentation Through Mobile Laser Scanner and Imagery,2020_031_0031.png,Computer Vision,K. L. Flores-Rodríguez,Instituto Politécnico Nacional,CICATA-QRO,"Santiago de Quetaro, Mexico","Instituto Politécnico Nacional, CICATA-QRO, Qro., Santiago de Quetaro, Mexico",IPN,2020,Mexico
4897,Road Signs Segmentation Through Mobile Laser Scanner and Imagery,2020_031_0031.png,Computer Vision,J. J. González-Barbosa,Instituto Politécnico Nacional,CICATA-QRO,"Santiago de Quetaro, Mexico","Instituto Politécnico Nacional, CICATA-QRO, Qro., Santiago de Quetaro, Mexico",IPN,2020,Mexico
4898,Road Signs Segmentation Through Mobile Laser Scanner and Imagery,2020_031_0031.png,Computer Vision,F. J. Ornelas-Rodríguez,Instituto Politécnico Nacional,CICATA-QRO,"Santiago de Quetaro, Mexico","Instituto Politécnico Nacional, CICATA-QRO, Qro., Santiago de Quetaro, Mexico",IPN,2020,Mexico
4899,Road Signs Segmentation Through Mobile Laser Scanner and Imagery,2020_031_0031.png,Computer Vision,J. B. Hurtado-Ramos,Instituto Politécnico Nacional,CICATA-QRO,"Santiago de Quetaro, Mexico","Instituto Politécnico Nacional, CICATA-QRO, Qro., Santiago de Quetaro, Mexico",IPN,2020,Mexico
4900,Road Signs Segmentation Through Mobile Laser Scanner and Imagery,2020_031_0031.png,Computer Vision,P. A. Ramirez-Pedraza,Centro de Investigación en Óptica A. C.,Cátedra CONACYT,"Ciudad de Mxico, Mexico","Centro de Investigación en Óptica A. C., Cátedra CONACYT, Ciudad de Mxico, Mexico",~CIEÓAC,2020,Mexico
4901,Person Authentication Based on Standard Deviation of EEG Signals and Bayesian Classifier,2020_031_0032.png,Probabilistic & Statistical Reasoning,D. Farias-Castro,Universidad de las Américas Puebla,"Department of Computing, Electronics and Mechatronics","San Andres Cholula, Puebla, Mexico","Department of Computing, Electronics and Mechatronics, Universidad de las Américas Puebla, 72810 San Andres Cholula, Puebla, Mexico",UDLAP,2020,Mexico
4902,Person Authentication Based on Standard Deviation of EEG Signals and Bayesian Classifier,2020_031_0032.png,Probabilistic & Statistical Reasoning,R. Salazar-Varas,Universidad de las Américas Puebla,"Department of Computing, Electronics and Mechatronics","San Andres Cholula, Puebla, Mexico","Department of Computing, Electronics and Mechatronics, Universidad de las Américas Puebla, 72810 San Andres Cholula, Puebla, Mexico",UDLAP,2020,Mexico
4903,Using the Gini Index for a Gaussian Mixture Model,2020_031_0033.png,Unsupervised Machine Learning,Adriana Laura López-Lobato,University of Veracruz,Faculty of Mathematics,"Xalapa, Veracruz, Mexico","Faculty of Mathematics, University of Veracruz, Xalapa, Veracruz, Mexico",UV,2020,Mexico
4904,Using the Gini Index for a Gaussian Mixture Model,2020_031_0033.png,Unsupervised Machine Learning,Martha Lorena Avendaño-Garrido,University of Veracruz,Faculty of Mathematics,"Xalapa, Veracruz, Mexico","Faculty of Mathematics, University of Veracruz, Xalapa, Veracruz, Mexico",UV,2020,Mexico
4905,MASDES-DWMV: Model for Dynamic Ensemble Selection Based on Multiagent System and Dynamic Weighted Majority Voting,2020_031_0034.png,Supervised Machine Learning,Arnoldo Uber Jr.,Federal University of Santa Catarina,Department of Informatics and Statistics,"Florianópolis, Brazil","Department of Informatics and Statistics, Federal University of Santa Catarina, Florianópolis, Brazil",*UFSC,2020,Brazil
4906,MASDES-DWMV: Model for Dynamic Ensemble Selection Based on Multiagent System and Dynamic Weighted Majority Voting,2020_031_0034.png,Supervised Machine Learning,Ricardo Azambuja Silveira,Federal University of Santa Catarina,Department of Informatics and Statistics,"Florianópolis, Brazil","Department of Informatics and Statistics, Federal University of Santa Catarina, Florianópolis, Brazil",*UFSC,2020,Brazil
4907,MASDES-DWMV: Model for Dynamic Ensemble Selection Based on Multiagent System and Dynamic Weighted Majority Voting,2020_031_0034.png,Supervised Machine Learning,Paulo Jose de Freitas Filho,Federal University of Santa Catarina,Department of Informatics and Statistics,"Florianópolis, Brazil","Department of Informatics and Statistics, Federal University of Santa Catarina, Florianópolis, Brazil",*UFSC,2020,Brazil
4908,MASDES-DWMV: Model for Dynamic Ensemble Selection Based on Multiagent System and Dynamic Weighted Majority Voting,2020_031_0034.png,Supervised Machine Learning,Julio Cezar Uzinski,State University of Mato Grosso,Faculty of Exact and Technological Sciences,"Cuiabá, Brazil","State University of Mato Grosso Faculty of Exact and Technological Sciences, Cuiabá, Brazil",~SUMG,2020,Brazil
4909,MASDES-DWMV: Model for Dynamic Ensemble Selection Based on Multiagent System and Dynamic Weighted Majority Voting,2020_031_0034.png,Supervised Machine Learning,Reinaldo Augusto da Costa Bianchi,Centro Universitario da FEI,Electrical Engineering Department,"São Bernardo do Campo, Brazil","Electrical Engineering Department, Centro Universitario da FEI, São Bernardo do Campo, Brazil",~CUDF,2020,Brazil
4910,Prediction of Social Ties Based on Bluetooth Proximity Time Series Data,2020_031_0035.png,Data Mining & Knowledge Discovery,José C. Carrasco-Jiménez,Tecnologico de Monterrey,,"Monterrey, Mexico","Tecnologico de Monterrey, 64849 Monterrey, Mexico",ITESM,2020,Mexico
4911,Prediction of Social Ties Based on Bluetooth Proximity Time Series Data,2020_031_0035.png,Data Mining & Knowledge Discovery,Ramon F. Brena,Tecnologico de Monterrey,,"Monterrey, Mexico","Tecnologico de Monterrey, 64849 Monterrey, Mexico",ITESM,2020,Mexico
4912,Prediction of Social Ties Based on Bluetooth Proximity Time Series Data,2020_031_0035.png,Data Mining & Knowledge Discovery,Sigfrido Iglesias,Tecnologico de Monterrey,,"Monterrey, Mexico","Tecnologico de Monterrey, 64849 Monterrey, Mexico",ITESM,2020,Mexico
4913,Energy Saving by Using Internet of Things Paradigm and Machine Learning,2020_031_0036.png,Supervised Machine Learning,Josimar Reyes-Campos,Tecnológico Nacional de México,I. T. Orizaba,"Orizaba, Veracruz, Mexico","Tecnológico Nacional de México/I. T. Orizaba, Av. Oriente 9, 852. Col. Emiliano Zapata, 94320 Orizaba, Veracruz, Mexico",TecNM,2020,Mexico
4914,Energy Saving by Using Internet of Things Paradigm and Machine Learning,2020_031_0036.png,Supervised Machine Learning,Giner Alor-Hernández,Tecnológico Nacional de México,I. T. Orizaba,"Orizaba, Veracruz, Mexico","Tecnológico Nacional de México/I. T. Orizaba, Av. Oriente 9, 852. Col. Emiliano Zapata, 94320 Orizaba, Veracruz, Mexico",TecNM,2020,Mexico
4915,Energy Saving by Using Internet of Things Paradigm and Machine Learning,2020_031_0036.png,Supervised Machine Learning,Isaac Machorro-Cano,Tecnológico Nacional de México,I. T. Orizaba,"Orizaba, Veracruz, Mexico","Tecnológico Nacional de México/I. T. Orizaba, Av. Oriente 9, 852. Col. Emiliano Zapata, 94320 Orizaba, Veracruz, Mexico",TecNM,2020,Mexico
4916,Energy Saving by Using Internet of Things Paradigm and Machine Learning,2020_031_0036.png,Supervised Machine Learning,José Luis Sánchez-Cervantes,CONACYT,Instituto Tecnológico de Orizaba,"Orizaba, Veracruz, Mexico","CONACYT - Instituto Tecnológico de Orizaba, Av. Oriente 9 no. 852. Col. Emiliano Zapata, 94320 Orizaba, Veracruz, Mexico",CONAHCYT,2020,Mexico
4917,Energy Saving by Using Internet of Things Paradigm and Machine Learning,2020_031_0036.png,Supervised Machine Learning,Hilarión Muñoz-Contreras,Tecnológico Nacional de México,I. T. Orizaba,"Orizaba, Veracruz, Mexico","Tecnológico Nacional de México/I. T. Orizaba, Av. Oriente 9, 852. Col. Emiliano Zapata, 94320 Orizaba, Veracruz, Mexico",TecNM,2020,Mexico
4918,Energy Saving by Using Internet of Things Paradigm and Machine Learning,2020_031_0036.png,Supervised Machine Learning,José Oscar Olmedo-Aguirre,CINVESTAV-IPN,Department of Electrical Engineering,"Mexico City, Mexico","Department of Electrical Engineering, CINVESTAV-IPN, Av. Instituto Politécnico Nacional, 2,508 Col. San Pedro Zacatenco, Delegación Gustavo A. Madero, 07360 Mexico City, Mexico",CINVESTAV,2020,Mexico
4919,Vision-Based Autonomous Navigation with Evolutionary Learning,2020_031_0037.png,Bio-inspired & Evolutionary Computing,Ernesto Moya-Albor,Universidad Panamericana,Facultad de Ingeniería,"Ciudad de México, México","Facultad de Ingeniería, Universidad Panamericana, Augusto Rodin 498, 03920 Ciudad de México, México",UP,2020,Mexico
4920,Vision-Based Autonomous Navigation with Evolutionary Learning,2020_031_0037.png,Bio-inspired & Evolutionary Computing,Hiram Ponce,Universidad Panamericana,Facultad de Ingeniería,"Ciudad de México, México","Facultad de Ingeniería, Universidad Panamericana, Augusto Rodin 498, 03920 Ciudad de México, México",UP,2020,Mexico
4921,Vision-Based Autonomous Navigation with Evolutionary Learning,2020_031_0037.png,Bio-inspired & Evolutionary Computing,Jorge Brieva,Universidad Panamericana,Facultad de Ingeniería,"Ciudad de México, México","Facultad de Ingeniería, Universidad Panamericana, Augusto Rodin 498, 03920 Ciudad de México, México",UP,2020,Mexico
4922,Vision-Based Autonomous Navigation with Evolutionary Learning,2020_031_0037.png,Bio-inspired & Evolutionary Computing,Sandra L. Coronel,Instituto Politécnico Nacional,"Departamento de Ingeniería, UPIITA","Ciudad de México, Mexico","Departamento de Ingeniería, Instituto Politécnico Nacional, UPIITA, Av. IPN No. 2580. Col. La Laguna Ticomán, 07340 Ciudad de México, Mexico",IPN,2020,Mexico
4923,Vision-Based Autonomous Navigation with Evolutionary Learning,2020_031_0037.png,Bio-inspired & Evolutionary Computing,Rodrigo Chávez-Domínguez,Universidad Panamericana,Facultad de Ingeniería,"Ciudad de México, México","Facultad de Ingeniería, Universidad Panamericana, Augusto Rodin 498, 03920 Ciudad de México, México",UP,2020,Mexico
4924,Mobile Robotic Navigation System With Improved Autonomy Under Diverse Scenarios,2020_031_0038.png,Robotics,Elizabeth López-Lozada,Instituto Politécnico Nacional,Centro de Investigación en Computación,"Mexico City, Mexico","Instituto Politécnico Nacional, Centro de Investigación en Computación, Av. Juan de Dios Bátiz Esq. Miguel Othón de Mendizábal S/N, Nueva Industrial Vallejo, 07738 Gustavo A. Madero, Mexico City, Mexico",IPN,2020,Mexico
4925,Mobile Robotic Navigation System With Improved Autonomy Under Diverse Scenarios,2020_031_0038.png,Robotics,Elsa Rubio-Espino,Instituto Politécnico Nacional,Centro de Investigación en Computación,"Mexico City, Mexico","Instituto Politécnico Nacional, Centro de Investigación en Computación, Av. Juan de Dios Bátiz Esq. Miguel Othón de Mendizábal S/N, Nueva Industrial Vallejo, 07738 Gustavo A. Madero, Mexico City, Mexico",IPN,2020,Mexico
4926,Mobile Robotic Navigation System With Improved Autonomy Under Diverse Scenarios,2020_031_0038.png,Robotics,Juan-Humberto Sossa-Azuela,Instituto Politécnico Nacional,Centro de Investigación en Computación,"Mexico City, Mexico","Instituto Politécnico Nacional, Centro de Investigación en Computación, Av. Juan de Dios Bátiz Esq. Miguel Othón de Mendizábal S/N, Nueva Industrial Vallejo, 07738 Gustavo A. Madero, Mexico City, Mexico",IPN,2020,Mexico
4927,Mobile Robotic Navigation System With Improved Autonomy Under Diverse Scenarios,2020_031_0038.png,Robotics,Víctor H. Ponce-Ponce,Instituto Politécnico Nacional,Centro de Investigación en Computación,"Mexico City, Mexico","Instituto Politécnico Nacional, Centro de Investigación en Computación, Av. Juan de Dios Bátiz Esq. Miguel Othón de Mendizábal S/N, Nueva Industrial Vallejo, 07738 Gustavo A. Madero, Mexico City, Mexico",IPN,2020,Mexico
4928,LSTM Classification under Changes in Sequences Order,2020_035_0000.png,Neural Networks & Deep Learning,Edgar Ek-Chacón,Universidad Nacional Autonoma de Mexico,"Postgraduate Program in Computer Science and Engineering, IIMAS-Merida","Merida, Yuc., Mexico","Postgraduate Program in Computer Science and Engineering, IIMAS-Merida, Universidad Nacional Autonoma de Mexico, Merida, Yuc., Mexico",UNAM,2020,Mexico
4929,LSTM Classification under Changes in Sequences Order,2020_035_0000.png,Neural Networks & Deep Learning,Erik Molino-Minero-Re,Universidad Nacional Autonoma de Mexico,IIMAS-Merida,"Merida, Yuc., Mexico","IIMAS-Merida, Universidad Nacional Autonoma de Mexico, Merida, Yuc., Mexico",UNAM,2020,Mexico
4930,Speaker Identification Using Entropygrams and Convolutional Neural Networks,2020_035_0001.png,Neural Networks & Deep Learning,Antonio Camarena-Ibarrola,Universidad Michoacana de San Nicolás de Hidalgo,"Facultad de Ingeniería Eléctrica, División de Estudios de Postgrado","Morelia, Michoacán, Mexico","Facultad de Ingeniería Eléctrica, División de Estudios de Postgrado, Universidad Michoacana de San Nicolás de Hidalgo, 58000 Morelia, Michoacán, Mexico",UMSNH,2020,Mexico
